credit.policy,purpose,int.rate,installment,annual_inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not_fully_paid
1,debt_consolidation,0.1186,397.75,65000.00007,7.14,682,8730,11868,71.9,0,2,0,0
1,all_other,0.0743,155.38,39999.99988,2.55,772,8189.958333,2562,14,2,0,0,0
1,all_other,0.1028,113.39,20000.00001,1.5,682,1410,1882,32.4,0,0,0,0
1,debt_consolidation,0.1186,99.44,36152.99994,7.47,667,2550,1064,70.9,2,0,1,0
1,credit_card,0.0807,109.79,98000.00023,8.52,752,4979.958333,6432,6,0,1,0,0
1,all_other,0.1059,32.55,33989.99991,14.47,687,1110,4485,36.9,1,0,0,1
1,all_other,0.0996,112.87,78000.00034,11.06,702,4979.958333,16310,20.5,0,1,0,0
1,debt_consolidation,0.0964,160.51,130000.0001,8.55,712,5940,20969,40.2,0,0,0,0
1,debt_consolidation,0.1375,340.57,34999.99998,17.38,707,2699.958333,22213,65.9,0,0,0,0
1,home_improvement,0.0775,156.11,224999.9997,6.48,752,5339.958333,2160,2.3,1,0,0,0
1,credit_card,0.0743,155.38,69999.99993,4.56,812,9809,813,1,0,0,0,0
1,home_improvement,0.0807,235.25,149999.9995,2.72,757,5202,23678,24.4,4,0,0,0
1,debt_consolidation,0.0996,257.99,48000.00001,15.13,722,2640,11289,47.8,3,0,0,0
1,small_business,0.1501,225.37,212999.999,6.45,677,6240,56411,75.3,0,0,0,1
1,home_improvement,0.0964,80.26,74999.99981,20,772,4920.958333,269,3.8,3,0,0,1
1,home_improvement,0.128,84,31999.99994,20,682,5492,3408,35.1,1,0,0,1
1,debt_consolidation,0.1122,507.46,39999.99988,13.5,712,5368.958333,6513,34.3,3,0,1,1
1,educational,0.0743,124.31,39999.99988,3.45,772,1739.958333,330,11,0,0,0,0
1,credit_card,0.087,63.32,69999.99993,6.07,712,2550,5967,19.8,1,0,0,0
1,all_other,0.1091,130.79,18000,18,707,2192,5533,79.6,1,0,0,0
1,home_improvement,0.0775,93.67,125000.0005,2.14,762,8370,21050,1,0,0,0,0
1,all_other,0.0775,93.67,49999.99978,5.35,762,8370,21050,0.7,0,0,0,0
1,all_other,0.087,88.65,119999.9998,15,742,3026,8155,14.9,1,0,0,0
1,all_other,0.0964,128.41,99999.9995,15,722,3026,8155,14.9,1,0,0,0
1,home_improvement,0.087,94.98,61999.99975,12.23,737,2729.958333,3678,30.7,0,0,0,0
1,debt_consolidation,0.1217,179.8,34999.99998,7.1,662,2944,2040,36.2,2,0,0,0
1,credit_card,0.1533,444.05,59999.99993,19.52,667,2700.958333,33074,68.8,2,0,0,0
1,all_other,0.0775,124.89,61799.99979,3.46,747,2519,1918,17.1,0,0,0,0
1,credit_card,0.1533,644.3,90000.00006,5.24,662,1770,22379,62.2,0,0,0,0
1,small_business,0.0964,642.02,95999.99996,2.86,737,2190,10296,42.5,0,0,0,1
1,small_business,0.1154,104.76,15000,12.24,672,1289.958333,2867,55.1,3,0,0,1
1,debt_consolidation,0.1122,157.66,29999.99998,12.36,682,1770,12310,86.1,0,0,0,0
1,debt_consolidation,0.087,383.87,149999.9995,4.8,767,13349.95833,61921,39.1,0,0,0,0
1,credit_card,0.1122,217.6,87999.9997,18,702,3725,16738,26.1,2,0,0,0
1,all_other,0.0807,297.99,63000.00029,3.49,792,5939,40384,9.2,1,0,0,0
1,debt_consolidation,0.0775,156.11,45000.00006,5,762,2131,1359,5.6,2,0,0,0
1,debt_consolidation,0.1154,329.95,224999.9997,20,727,10292,107501,44.8,2,0,0,0
1,all_other,0.0807,313.67,172999.9994,0.72,787,8010,3054,5.6,3,0,0,0
1,all_other,0.0807,297.99,90000.00006,2.44,792,8717.958333,40384,9.6,0,0,0,0
1,home_improvement,0.0933,239.65,92999.9998,9.66,792,4529,128000,0,3,0,0,0
1,debt_consolidation,0.0712,61.87,117999.9996,0.43,772,5936,4709,18.5,0,0,0,0
1,all_other,0.1186,94.47,45000.00006,2.8,667,5460,2850,75,0,1,0,0
1,small_business,0.1501,73.68,95999.99996,16.89,702,4080,51,0,0,0,0,1
1,home_improvement,0.0807,313.67,149999.9995,5.84,792,5364.958333,37152,3.7,0,0,0,0
1,debt_consolidation,0.0933,543.2,74999.99981,9.55,762,5699.958333,3839,16.6,1,0,0,0
1,home_improvement,0.0807,313.67,85000.00038,3.11,797,5363.958333,37152,3.7,0,0,0,0
1,credit_card,0.1217,266.37,69999.99993,10.2,672,3598.958333,26283,39.5,0,1,0,1
1,debt_consolidation,0.1028,210.6,45000.00006,5.87,692,1741.958333,5607,42.2,0,0,0,0
1,all_other,0.1249,234.15,22999.99989,5.01,662,1110,1061,81.9,3,0,0,0
1,debt_consolidation,0.1028,323.99,119999.9998,14.4,722,4679.958333,56740,77.5,1,0,0,0
1,credit_card,0.1059,235.96,57000.00018,7.22,712,5519,40598,77.3,1,0,0,0
1,debt_consolidation,0.1438,352.22,72000.00014,17.83,687,1289.958333,3815,6.5,1,0,0,0
1,all_other,0.0743,117.31,119999.9998,0,772,3929.958333,0,0,1,0,0,0
1,debt_consolidation,0.0712,64.96,109999.9995,0.22,812,16213,50,0.3,0,0,0,0
1,small_business,0.1565,699.69,92000.00037,1.53,667,3603.958333,4569,56.4,1,0,0,0
1,educational,0.1059,195.27,19000,8.15,692,3089.958333,8528,86.1,0,0,0,0
1,credit_card,0.1122,295.59,32399.99994,22.15,747,2788.958333,14345,45.8,0,0,0,0
1,small_business,0.1122,217.59,49999.99978,18.38,707,3359,113,2.4,1,0,0,0
1,debt_consolidation,0.1375,263.09,62200.00008,9.8,677,3089.958333,12231,81,3,0,0,1
1,debt_consolidation,0.1467,248.43,57000.00018,20.76,667,3750,13552,69.1,0,1,0,0
1,credit_card,0.1028,194.4,87299.99984,10.6,692,2489.958333,16813,63.9,0,0,0,0
1,debt_consolidation,0.1249,301.04,39000.00019,5.08,667,3690,26233,62.9,3,0,1,1
1,all_other,0.0743,163.92,85000.00038,2.64,782,9210,5760,16,0,0,0,0
1,all_other,0.1028,150.66,45600.00021,3.26,687,6509.958333,105,35,1,1,0,1
1,debt_consolidation,0.1122,217.59,57100.00025,13.77,682,2160,11490,95.7,0,0,0,0
1,home_improvement,0.1312,85.23,39999.99988,20.67,692,5250,17641,30.5,3,1,0,0
1,all_other,0.1122,328.43,29999.99998,20.4,742,3270,0,0,3,0,0,0
1,all_other,0.0807,165.47,54999.99977,12,797,8790,12430,19.2,1,0,0,0
1,debt_consolidation,0.1091,140.6,36000.00009,9.87,707,1560,12323,44,0,0,0,0
1,all_other,0.1028,98.01,90000.00006,9.13,697,3300,38624,97.8,0,0,0,0
1,small_business,0.1217,166.48,10000,0,662,2250,875,54.7,2,1,0,1
1,small_business,0.1249,284.32,85000.00038,6.38,667,7229.958333,1196,12,3,4,0,0
1,small_business,0.1438,194.15,479999.9986,2.4,697,2759.958333,26628,60.4,3,1,0,0
1,all_other,0.1028,138.51,30999.99989,24.81,767,5789.958333,6752,24.6,2,0,0,0
1,debt_consolidation,0.1249,70.25,12500,14.4,662,1469,458,91.6,1,0,0,1
1,credit_card,0.0838,252.1,105000.0001,9.71,752,3508.958333,16786,44.7,0,0,0,0
1,all_other,0.0901,263.19,119999.9998,12.16,742,9719.958333,7336,29.9,0,0,0,0
1,all_other,0.0933,104.65,61999.99975,3.83,702,3690,7089,41.9,1,0,0,0
1,debt_consolidation,0.0807,172.53,54000.00024,6.29,742,5100,18388,68.9,0,0,0,0
1,credit_card,0.0996,38.7,31999.99994,1.13,677,1920,613,76.6,2,0,0,0
1,educational,0.1249,100.35,29119.99993,12.77,662,1110,566,51.5,3,1,0,1
1,debt_consolidation,0.128,335.98,36399.99987,18.92,682,2219,9166,50.4,1,0,0,0
1,all_other,0.1091,163.49,39000.00019,11.78,707,4889,5406,33.4,0,0,1,1
1,all_other,0.0996,32.25,34999.99998,5.83,687,2158.958333,1188,3,2,0,0,1
1,educational,0.0996,96.75,18000,15.4,707,11248.95833,12003,40.4,1,0,0,0
1,all_other,0.1059,72.42,59999.99993,8.14,707,4800,20511,62,1,0,0,1
1,small_business,0.0964,90.68,69999.99993,18,732,3691,55720,10,2,0,0,0
1,all_other,0.0807,259.58,49000.00014,9.89,772,9870,7744,17.1,0,0,0,0
1,all_other,0.0964,169.32,69999.99993,17.57,737,5429.958333,51761,38,1,0,0,0
1,credit_card,0.1154,205.4,45000.00006,17.76,717,1500,579,23.2,0,0,0,0
1,debt_consolidation,0.1312,162.01,85000.00038,16.87,707,9059.958333,34776,54.3,0,0,0,1
1,debt_consolidation,0.1028,226.8,55399.99985,10.05,692,1890,8047,33.8,0,0,0,0
1,all_other,0.1059,162.73,15000,24.4,737,3209.958333,0,0,3,0,0,0
1,debt_consolidation,0.1154,158.38,24999.9999,18.19,672,2586,409,81.8,0,1,0,0
1,small_business,0.0901,795.11,57000.00018,8.93,822,9696.958333,185,0.5,0,0,0,0
1,debt_consolidation,0.0996,158.83,84000.00018,4.84,727,6330,48251,50.1,2,0,0,0
1,all_other,0.1028,97.2,38000.00005,19.93,687,2580,772,96.5,0,0,0,0
1,debt_consolidation,0.1154,263.97,49999.99978,8.04,672,3089,1019,4.5,1,1,0,0
1,small_business,0.1091,404.62,46713.00012,16.39,692,5640,8332,39.9,2,0,0,0
1,all_other,0.0775,307.53,69999.99993,9.09,797,6089.958333,1790,4.5,1,0,0,0
1,debt_consolidation,0.128,839.95,74999.99981,24.85,722,6330,62739,74.7,3,0,0,1
1,all_other,0.1059,269.31,108999.9999,24.01,767,4665.958333,29901,71.2,2,0,0,1
1,debt_consolidation,0.1186,265.18,52000.00013,11.31,667,1560,5867,74.3,1,0,0,0
1,home_improvement,0.0964,802.47,78000.00034,0.8,732,2129.958333,10605,22.1,1,0,0,0
1,debt_consolidation,0.1091,505.16,119999.9998,16.97,697,9659,57196,44.5,3,0,0,1
1,home_improvement,0.0901,318.05,275000.0009,2.97,712,4919,481,80.2,2,0,0,1
1,educational,0.0838,315.12,29999.99998,4.2,737,1560,2282,19,1,0,0,0
1,all_other,0.1091,130.79,14400.00001,8.92,672,1140,3614,61.3,1,0,0,0
1,debt_consolidation,0.1059,227.82,63499.99969,8.5,682,6839.958333,14930,79,1,0,1,0
1,credit_card,0.0996,643.36,116000,13.07,727,10529.95833,33989,82.9,0,0,0,0
1,all_other,0.147,51.78,24999.9999,3.84,632,1530,1238,61.9,1,1,0,0
1,educational,0.0901,572.48,41000.00018,15.37,747,7500,4746,18.5,2,0,0,0
1,all_other,0.0775,149.87,21000.00001,6.34,752,3029,3470,25.5,0,0,0,0
1,all_other,0.0996,96.75,61999.99975,11.98,682,1799,12640,83.2,0,0,0,0
1,home_improvement,0.0712,92.8,92999.9998,0,812,8250,368,1.2,0,0,0,0
1,credit_card,0.1091,192.09,65999.99993,19.82,677,4290,30597,89.5,1,1,0,0
1,all_other,0.1154,593.92,26999.99987,10.8,682,5050,8537,75.5,0,0,0,0
1,debt_consolidation,0.1091,392.36,34999.99998,15.74,692,1500.041667,15649,54.5,2,0,0,0
1,educational,0.0775,156.11,52000.00013,9.55,767,12960.04167,4067,7.3,0,0,0,0
1,debt_consolidation,0.1028,155.52,34999.99998,7.51,687,2795,5836,68.7,0,0,1,0
1,credit_card,0.1028,485.99,87999.9997,11.95,702,5070,24615,94.7,0,0,0,0
1,all_other,0.1028,116.64,29999.99998,7.88,687,5130.041667,7600,71.7,0,0,1,0
1,debt_consolidation,0.1122,223.34,50999.99991,18.68,682,1889.041667,9495,87.9,2,0,0,1
1,credit_card,0.0775,149.87,20000.00001,10.26,757,6330.041667,4921,30.4,0,0,0,0
1,educational,0.1154,211.17,94999.99994,1.83,667,3421.041667,11200,23.2,1,0,0,0
1,debt_consolidation,0.0743,186.45,68685.9998,6.11,777,7440.041667,2444,5.6,3,0,0,0
1,debt_consolidation,0.0933,790.86,59999.99993,0.82,767,2100,916,6.8,0,0,0,0
1,small_business,0.0901,795.11,615999.9985,3.83,782,3660,148829,6.6,5,0,0,1
1,credit_card,0.087,126.65,43999.99987,18.71,747,3630,3209,12.6,0,0,0,0
1,credit_card,0.1091,294.27,79999.99971,17.17,677,3840.041667,7570,82.3,0,0,0,0
1,debt_consolidation,0.1091,404.62,79999.99971,9.23,687,2519,13126,96.5,0,0,1,0
1,debt_consolidation,0.1186,397.77,149999.9995,20.48,687,4452.041667,66654,51.6,1,0,0,0
1,debt_consolidation,0.0743,178.68,94999.99994,1.2,812,16259.04167,50,0.3,0,0,0,0
1,educational,0.1028,29.16,12000,16.7,687,2069,3084,65.6,3,0,0,1
1,small_business,0.0996,417.62,92000.00037,6.48,712,5610.041667,2598,23.8,1,0,0,0
1,credit_card,0.1059,130.18,61999.99975,17.81,682,6330.041667,18168,68.5,2,0,0,0
1,all_other,0.1122,98.53,32904,22.79,682,9389,24218,85.3,2,0,0,0
1,all_other,0.0807,15.69,18000,4.27,722,1470,0,0,0,0,0,0
1,credit_card,0.1091,523.14,200000.0009,10.7,697,7320,72303,73.7,1,0,0,0
1,all_other,0.087,557.23,152999.9999,0.12,757,1128.041667,1032,5,0,0,0,0
1,all_other,0.1122,315.3,42499.99979,14.6,677,3630,133,4.2,1,0,0,0
1,debt_consolidation,0.1154,527.93,44400.00007,12.16,682,2130,34023,57.7,1,2,0,1
1,major_purchase,0.0743,93.23,72000.00014,11.18,757,4500.041667,12430,29.6,5,0,0,0
1,debt_consolidation,0.0775,202.94,48000.00001,13.53,787,10260.04167,10742,8.9,3,0,0,0
1,debt_consolidation,0.1186,165.74,39999.99988,7.02,667,2789.041667,2197,75.8,0,2,0,1
1,all_other,0.1028,158.76,43999.99987,15.3,692,4410,88,23.8,1,3,0,1
1,debt_consolidation,0.1028,485.99,49999.99978,11.88,702,7020.041667,13867,33.7,0,0,0,0
1,all_other,0.0996,322.49,72499.99994,10.28,702,4920.041667,3943,98.6,3,0,0,1
1,debt_consolidation,0.087,189.97,24000.00002,19.45,757,3870.041667,5405,40,2,0,0,0
1,debt_consolidation,0.1217,376.24,33600.00014,23.96,712,3030.041667,12102,49,1,0,0,0
1,debt_consolidation,0.1217,599.33,110244,18.3,682,4379,18076,81.4,1,0,0,0
1,debt_consolidation,0.1217,132.35,26999.99987,23.2,702,5279.041667,4504,39.2,1,0,0,1
1,small_business,0.1186,828.69,52000.00013,9.74,712,4859.041667,25852,60.5,0,0,0,0
1,credit_card,0.1091,604.88,52000.00013,17.56,707,8061,32438,43,0,1,0,0
1,debt_consolidation,0.087,538.23,55900.00005,11.51,747,6240.041667,20380,48.1,2,0,0,0
1,credit_card,0.0933,172.55,42000.00011,16.09,707,2220,38054,61.2,0,0,0,0
1,small_business,0.1091,604.88,36000.00009,4.67,697,1410,25,0.2,2,0,0,0
1,all_other,0.0996,290.24,38000.00005,3.38,697,1782,3305,55.1,2,0,0,0
1,major_purchase,0.1186,530.36,86399.99959,15.1,682,3900,348,4.8,0,0,0,1
1,all_other,0.087,158.31,24000.00002,6.15,722,1350,3015,25.3,0,0,0,0
1,debt_consolidation,0.1059,390.54,29999.99998,19.84,702,2042.041667,7336,71.9,1,0,0,0
1,credit_card,0.1249,301.04,52000.00013,4.98,662,6630.041667,8644,72.6,1,0,0,0
1,small_business,0.1154,659.91,95999.99996,17.81,707,3629,93,0,2,0,0,1
1,small_business,0.0743,217.52,42999.9998,1.65,777,2879,2698,9.5,0,0,0,0
1,home_improvement,0.1028,388.79,97000.00024,5.58,697,4800.041667,19009,30,0,0,0,0
1,major_purchase,0.087,158.31,48000.00001,0.38,717,12930.04167,498,7.3,2,1,0,0
1,debt_consolidation,0.1217,319.64,59999.99993,19.28,672,4740,10358,91.7,2,0,1,1
1,credit_card,0.1028,103.68,74999.99981,9.7,682,12780,2105,45.3,0,3,0,0
1,home_improvement,0.0964,154.08,59999.99993,12.94,697,2969.041667,2822,9.9,3,0,0,0
1,debt_consolidation,0.1059,650.9,108000.0004,11.96,707,5070,21004,97.7,0,0,0,0
1,all_other,0.1375,81.74,46999.99997,24.08,667,2820,11675,75.8,1,0,0,0
1,all_other,0.0901,238.54,19440,10.37,712,1230.041667,3933,43.7,0,0,0,0
1,debt_consolidation,0.128,335.98,58799.99977,7.51,662,4109.041667,7251,80.6,3,0,2,0
1,all_other,0.1217,93.23,45000.00006,19.19,692,4440.041667,88,44,1,3,0,1
1,all_other,0.0933,95.87,36600.00002,2.69,697,4680,1492,33.2,2,0,0,0
1,debt_consolidation,0.0996,95.94,24999.9999,14.16,692,1918.041667,7121,33.7,0,0,0,0
1,debt_consolidation,0.128,554.37,61999.99975,19.22,677,3060.041667,17641,69.5,2,0,0,0
1,small_business,0.1438,859.07,79999.99971,20.79,682,3059.041667,30946,61.5,3,0,0,1
1,major_purchase,0.0838,472.68,76999.99994,7.96,772,5909.041667,0,0,0,0,0,0
1,credit_card,0.1091,586.9,74999.99981,10.34,697,2669.041667,23391,90.7,1,0,0,0
1,major_purchase,0.0964,224.69,19500.00001,21.23,772,5881,16324,48,0,0,0,0
1,debt_consolidation,0.128,483.81,36120.00009,8.47,662,2670.041667,7104,93.5,2,0,0,1
1,debt_consolidation,0.1217,399.55,24000.00002,14.5,672,1950.041667,9273,43.9,0,0,0,0
1,debt_consolidation,0.1186,232.04,50399.9998,17.02,672,4380,6718,94.6,3,0,0,0
1,small_business,0.0964,802.47,74999.99981,17.06,767,5691.041667,12017,12.1,4,0,0,1
1,debt_consolidation,0.1091,304.9,70522.25974,18.96,692,5430,5749,43.2,1,1,0,0
1,small_business,0.1249,836.23,78862.00012,7.99,692,4739,6530,21.8,0,1,0,0
1,all_other,0.0775,124.89,24000.00002,6,752,2729.041667,2666,12.1,0,0,0,0
1,all_other,0.1028,113.4,48000.00001,17.65,687,2070,3761,55.4,2,0,0,0
1,credit_card,0.1407,842.47,119999.9998,12.81,677,5340.041667,33698,91.3,0,0,0,0
1,debt_consolidation,0.1091,817.41,72999.99999,22.13,737,9900,3472,4.5,1,0,0,1
1,debt_consolidation,0.1596,421.65,34991.9999,20.82,667,6750.041667,14534,48.9,3,1,0,0
1,educational,0.0933,575.17,59999.99993,9.96,732,2732.041667,6703,47.5,1,0,0,0
1,all_other,0.1312,405.03,105000.0001,18.25,667,4358,5861,53.8,2,0,0,0
1,debt_consolidation,0.128,167.99,25480.00001,18.65,662,1380,5061,72.3,0,1,0,0
1,debt_consolidation,0.0996,677.22,54098.99998,3.77,722,6149,16888,39.5,0,0,0,0
1,all_other,0.1154,131.99,50951.9999,9.14,667,3990,463,92.6,0,0,0,0
1,debt_consolidation,0.0933,281.2,24999.9999,0,712,3360.041667,0,0,0,1,0,0
1,debt_consolidation,0.0964,802.47,48000.00001,9.78,742,2550,8283,12.7,4,0,0,0
1,credit_card,0.1091,505.16,111000,10.86,687,3420.041667,46525,93.6,0,0,0,0
1,home_improvement,0.0743,180.23,41300.00004,2.32,772,2610.041667,2650,6.6,0,0,0,0
1,small_business,0.0933,798.84,99999.9995,1.57,762,6359.041667,17,0.1,5,0,0,1
1,all_other,0.0933,319.54,36500.00002,19.46,727,4470.041667,827,6.6,2,0,0,1
1,debt_consolidation,0.0964,32.1,4999.999998,18,702,1200.041667,961,26,2,0,0,0
1,debt_consolidation,0.0964,192.6,18000,2.87,697,1199.041667,1554,29.3,1,0,0,0
1,home_improvement,0.1407,764.64,135000.0003,3.66,672,5790,10753,52.3,2,3,0,1
1,all_other,0.0712,30.94,119999.9998,0.65,792,3810.041667,2227,3.8,1,0,0,0
1,credit_card,0.0901,381.66,100671.3903,6.64,722,10290.04167,7606,18.6,0,0,1,0
1,debt_consolidation,0.1249,301.04,59999.99993,4.64,662,2222,8355,34.4,0,2,0,1
1,credit_card,0.1438,687.25,83000.00027,16.05,667,2190,27293,86.6,0,0,0,0
1,debt_consolidation,0.0964,320.99,67000.00011,3.6,712,2850,10157,26.2,0,1,0,0
1,small_business,0.147,862.97,87000.00021,5.79,677,4739,4209,75.2,2,0,0,1
1,credit_card,0.0807,250.95,54000.00024,10.44,767,3449.041667,0,0,1,0,0,0
1,all_other,0.0743,87.01,29375.9999,3.96,767,3930,1773,5,1,0,0,0
1,all_other,0.0775,62.45,24000.00002,2.4,742,2290.041667,949,55.8,1,0,0,1
1,home_improvement,0.1375,851.41,74999.99981,19.78,687,2399.041667,12308,43.6,2,0,0,1
1,credit_card,0.1059,244.09,39975.00009,12.1,687,4019,7914,30.8,3,2,0,0
1,debt_consolidation,0.1438,687.25,42499.99979,15.7,672,3690,9150,96.3,0,0,0,0
1,debt_consolidation,0.1122,656.86,38556.00004,14.04,702,1800,21777,53.7,3,0,0,0
1,all_other,0.128,537.57,97188.00039,12.43,667,2580,4281,63,3,0,0,0
1,debt_consolidation,0.0964,320.99,24959.99994,8.17,712,3300,4475,63,0,0,0,0
1,debt_consolidation,0.0996,386.99,99999.9995,8.17,707,3839.041667,25413,45.2,2,0,0,0
1,small_business,0.0838,315.12,106999.9996,2.28,742,4740,15043,65.2,2,0,0,0
1,major_purchase,0.1059,292.91,25919.99999,5.56,682,1350.041667,6353,39.5,2,0,0,0
1,debt_consolidation,0.0807,125.48,21600.00001,10.33,742,1920.041667,3737,55.8,1,0,0,0
1,debt_consolidation,0.0933,383.45,68639.99971,7.47,717,5580.041667,11370,41.6,0,2,0,0
1,debt_consolidation,0.1343,523.78,36000.00009,17.4,667,10380.04167,18403,73.3,0,1,0,0
1,all_other,0.1217,199.78,119999.9998,6.81,662,2041.041667,19504,77.3,0,0,0,0
1,debt_consolidation,0.0933,575.17,101999.9998,16.95,747,3630,10463,8.2,2,0,0,0
1,debt_consolidation,0.0901,95.42,10000,6.72,707,3329,2808,51.1,3,1,0,0
1,debt_consolidation,0.0901,477.07,71000.00028,6.88,742,4589.041667,6297,14.5,0,0,0,0
1,all_other,0.0807,345.06,61999.99975,14.07,792,7867.041667,33060,21.7,0,0,0,0
