ImageId,Label
1219,8
1220,2
1221,0
1222,0
1223,5
1224,8
1225,3
1226,3
1227,4
1228,9
1229,7
1230,9
1231,4
1232,3
1233,0
1234,5
1235,4
1236,2
1237,9
1238,5
1239,9
1240,4
1241,9
1242,5
1243,7
1244,8
1245,2
1246,8
1247,9
1248,9
1249,3
1250,5
1251,6
1252,6
1253,0
1254,4
1255,5
1256,3
1257,7
1258,6
1259,8
1260,3
1261,1
1262,2
1263,4
1264,6
1265,2
1266,6
1267,7
1268,5
1269,8
1270,1
1271,1
1272,3
1273,1
1274,2
1275,0
1276,4
1277,0
1278,6
1279,7
1280,6
1281,1
1282,4
1283,7
1284,0
1285,7
1286,1
1287,0
1288,8
1289,8
1290,1
1291,7
1292,5
1293,0
1294,6
1295,5
1296,9
1297,9
1298,6
1299,8
1300,6
1301,6
1302,6
1303,1
1304,1
1305,2
1306,0
1307,7
1308,8
1309,0
1310,7
1311,2
1312,7
1313,9
1314,5
1315,9
1316,6
1317,2
1318,4
1319,7
1320,8
1321,9
1322,3
1323,0
1324,1
1325,1
1326,0
1327,8
1328,6
1329,8
1330,1
1331,3
1332,6
1333,3
1334,1
1335,7
1336,1
1337,9
1338,8
1339,4
1340,2
1341,5
1342,9
1343,1
1344,5
1345,8
1346,0
1347,5
1348,6
1349,2
1350,8
1351,3
1352,6
1353,7
1354,2
1355,3
1356,2
1357,9
1358,7
1359,1
1360,5
1361,9
1362,2
1363,7
1364,5
1365,8
1366,4
1367,5
1368,5
1369,2
1370,1
1371,6
1372,7
1373,6
1374,1
1375,1
1376,0
1377,4
1378,0
1379,5
1380,1
1381,7
1382,4
1383,0
1384,7
1385,7
1386,5
1387,7
1388,8
1389,8
1390,9
1391,5
1392,8
1393,8
1394,9
1395,9
1396,7
1397,7
1398,2
1399,7
1400,2
1401,1
1402,3
1403,9
1404,2
1405,8
1406,5
1407,7
1408,8
1409,8
1410,5
1411,9
1412,6
1413,3
1414,6
1415,1
1416,5
1417,7
1418,8
1419,1
1420,7
1421,9
1422,2
1423,3
1424,2
1425,4
1426,5
1427,5
1428,0
1429,5
1430,3
1431,8
1432,7
1433,1
1434,7
1435,6
1436,0
1437,9
1438,4
1439,7
1440,9
1441,6
1442,3
1443,2
1444,9
1445,9
1446,8
1447,0
1448,4
1449,7
1450,0
1451,5
1452,8
1453,3
1454,0
1455,5
1456,6
1457,8
1458,7
1459,0
1460,8
1461,6
1462,4
1463,3
1464,6
1465,3
1466,7
1467,3
1468,5
1469,7
1470,3
1471,1
1472,0
1473,6
1474,0
1475,9
1476,3
1477,2
1478,4
1479,9
1480,5
1481,5
1482,7
1483,2
1484,4
1485,7
1486,0
1487,7
1488,7
1489,7
1490,6
1491,7
1492,3
1493,8
1494,7
1495,3
1496,0
1497,2
1498,6
1499,5
1500,3
1501,0
1502,1
1503,9
1504,3
1505,0
1506,6
1507,0
1508,8
1509,6
1510,2
1511,7
1512,3
1513,6
1514,8
1515,7
1516,5
1517,1
1518,7
1519,7
1520,7
1521,5
1522,4
1523,7
1524,5
1525,1
1526,3
1527,8
1528,3
1529,2
1530,5
1531,4
1532,1
1533,5
1534,4
1535,0
1536,9
1537,0
1538,5
1539,5
1540,0
1541,7
1542,2
1543,3
1544,5
1545,5
1546,9
1547,7
1548,7
1549,4
1550,4
1551,6
1552,8
1553,1
1554,9
1555,6
1556,7
1557,4
1558,8
1559,8
1560,0
1561,6
1562,7
1563,5
1564,7
1565,5
1566,3
1567,1
1568,9
1569,9
1570,6
1571,3
1572,0
1573,8
1574,7
1575,5
1576,4
1577,6
1578,1
1579,9
1580,2
1581,9
1582,5
1583,5
1584,1
1585,1
1586,6
1587,6
1588,2
1589,8
1590,8
1591,3
1592,6
1593,8
1594,5
1595,2
1596,9
1597,1
1598,2
1599,2
1600,5
1601,7
1602,7
1603,7
1604,6
1605,2
1606,0
1607,3
1608,3
1609,6
1610,6
1611,9
1612,4
1613,3
1614,3
1615,1
1616,9
1617,5
1618,0
1619,1
1620,1
1621,0
1622,8
1623,5
1624,4
1625,9
1626,4
1627,9
1628,3
1629,6
1630,7
1631,5
1632,8
1633,6
1634,6
1635,1
1636,0
1637,7
1638,5
1639,8
1640,9
1641,3
1642,7
1643,7
1644,9
1645,1
1646,4
1647,6
1648,1
1649,0
1650,0
1651,6
1652,7
1653,7
1654,2
1655,8
1656,9
1657,5
1658,2
1659,4
1660,3
1661,1
1662,3
1663,3
1664,1
1665,5
1666,8
1667,6
1668,6
1669,5
1670,5
1671,8
1672,3
1673,4
1674,5
1675,5
1676,8
1677,6
1678,6
1679,2
1680,7
1681,8
1682,3
1683,2
1684,2
1685,9
1686,6
1687,1
1688,3
1689,5
1690,7
1691,9
1692,9
1693,6
1694,3
1695,1
1696,7
1697,9
1698,5
1699,9
1700,3
1701,2
1702,2
1703,0
1704,9
1705,6
1706,3
1707,2
1708,8
1709,5
1710,7
1711,7
1712,1
1713,8
1714,9
1715,4
1716,9
1717,7
1718,0
1719,3
1720,1
1721,3
1722,3
1723,6
1724,6
1725,4
1726,2
1727,1
1728,6
1729,4
1730,9
1731,2
1732,6
1733,1
1734,4
1735,9
1736,0
1737,3
1738,5
1739,1
1740,0
1741,0
1742,7
1743,3
1744,9
1745,4
1746,3
1747,1
1748,0
1749,3
1750,2
1751,7
1752,1
1753,8
1754,8
1755,3
1756,7
1757,0
1758,2
1759,3
1760,0
1761,8
1762,6
1763,7
1764,5
1765,6
1766,8
1767,4
1768,5
1769,1
1770,1
1771,8
1772,2
1773,6
1774,0
1775,3
1776,5
1777,8
1778,2
1779,7
1780,4
1781,1
1782,5
1783,7
1784,0
1785,6
1786,6
1787,5
1788,3
1789,3
1790,2
1791,7
1792,1
1793,7
1794,6
1795,9
1796,2
1797,6
1798,6
1799,0
1800,4
1801,0
1802,0
1803,0
1804,0
1805,3
1806,3
1807,4
1808,3
1809,6
1810,9
1811,1
1812,6
1813,0
1814,5
1815,6
1816,2
1817,5
1818,6
1819,9
1820,5
1821,7
1822,2
1823,1
1824,3
1825,5
1826,9
1827,3
1828,8
1829,7
1830,5
1831,9
1832,6
1833,5
1834,3
1835,1
1836,0
1837,0
1838,8
1839,3
1840,2
1841,0
1842,2
1843,4
1844,5
1845,0
1846,3
1847,7
1848,1
1849,4
1850,3
1851,0
1852,8
1853,5
1854,4
1855,7
1856,4
1857,5
1858,6
1859,2
1860,7
1861,9
1862,1
1863,6
1864,7
1865,1
1866,2
1867,2
1868,9
1869,3
1870,1
1871,5
1872,2
1873,2
1874,2
1875,9
1876,6
1877,2
1878,7
1879,4
1880,7
1881,4
1882,7
1883,9
1884,3
1885,5
1886,3
1887,5
1888,1
1889,5
1890,3
1891,9
1892,3
1893,6
1894,0
1895,0
1896,6
1897,1
1898,2
1899,8
1900,4
1901,2
1902,0
1903,5
1904,5
1905,7
1906,9
1907,9
1908,8
1909,3
1910,9
1911,1
1912,3
1913,3
1914,9
1915,1
1916,7
1917,5
1918,0
1919,5
1920,9
1921,5
1922,6
1923,7
1924,2
1925,9
1926,2
1927,2
1928,4
1929,4
1930,5
1931,5
1932,8
1933,6
1934,5
1935,6
1936,9
1937,3
1938,5
1939,5
1940,3
1941,7
1942,9
1943,5
1944,7
1945,6
1946,9
1947,3
1948,2
1949,6
1950,0
1951,7
1952,4
1953,5
1954,5
1955,7
1956,7
1957,5
1958,5
1959,5
1960,5
1961,3
1962,3
1963,2
1964,9
1965,6
1966,6
1967,1
1968,9
1969,2
1970,0
1971,3
1972,7
1973,7
1974,2
1975,5
1976,2
1977,2
1978,9
1979,3
1980,5
1981,5
1982,4
1983,6
1984,4
1985,0
1986,2
1987,0
1988,1
1989,3
1990,5
1991,7
1992,5
1993,7
1994,8
1995,8
1996,2
1997,5
1998,5
1999,3
2000,7
2001,9
2002,3
2003,1
2004,2
2005,7
2006,2
2007,7
2008,7
2009,7
2010,1
2011,8
2012,4
2013,1
2014,6
2015,2
2016,7
2017,5
2018,5
2019,8
2020,7
2021,8
2022,9
2023,4
2024,6
2025,2
2026,9
2027,7
2028,3
2029,2
2030,8
2031,6
2032,8
2033,2
2034,9
2035,8
2036,5
2037,6
2038,3
2039,9
2040,2
2041,7
2042,9
2043,1
2044,4
2045,7
2046,2
2047,8
2048,5
2049,2
2050,2
2051,0
2052,7
2053,8
2054,3
2055,8
2056,5
2057,7
2058,3
2059,3
2060,3
2061,7
2062,0
2063,7
2064,0
2065,7
2066,5
2067,1
2068,7
2069,8
2070,8
2071,9
2072,4
2073,6
2074,4
2075,6
2076,5
2077,9
2078,6
2079,0
2080,2
2081,2
2082,2
2083,6
2084,8
2085,2
2086,2
2087,2
2088,9
2089,5
2090,5
2091,7
2092,5
2093,3
2094,3
2095,8
2096,6
2097,2
2098,8
2099,2
2100,3
2101,7
2102,7
2103,3
2104,2
2105,2
2106,6
2107,1
2108,5
2109,8
2110,8
2111,6
2112,7
2113,4
2114,2
2115,2
2116,4
2117,0
2118,6
2119,2
2120,1
2121,7
2122,2
2123,3
2124,7
2125,5
2126,6
2127,3
2128,0
2129,6
2130,8
2131,6
2132,7
2133,9
2134,4
2135,1
2136,6
2137,8
2138,1
2139,7
2140,2
2141,6
2142,1
2143,5
2144,2
2145,0
2146,1
2147,8
2148,2
2149,1
2150,4
2151,9
2152,0
2153,3
2154,2
2155,9
2156,0
2157,5
2158,3
2159,0
2160,5
2161,9
2162,1
2163,2
2164,9
2165,3
2166,3
2167,6
2168,1
2169,6
2170,5
2171,9
2172,2
2173,2
2174,0
2175,7
2176,4
2177,0
2178,2
2179,7
2180,4
2181,4
2182,6
2183,0
2184,4
2185,6
2186,0
2187,9
2188,1
2189,7
2190,9
2191,9
2192,5
2193,6
2194,9
2195,4
2196,8
2197,3
2198,9
2199,5
2200,5
2201,1
2202,5
2203,3
2204,6
2205,4
2206,0
2207,3
2208,8
2209,1
2210,8
2211,0
2212,4
2213,2
2214,1
2215,2
2216,6
2217,7
2218,5
2219,7
2220,8
2221,1
2222,8
2223,8
2224,4
2225,0
2226,1
2227,5
2228,3
2229,1
2230,1
2231,4
2232,2
2233,5
2234,1
2235,6
2236,7
2237,8
2238,4
2239,5
2240,0
2241,8
2242,7
2243,5
2244,8
2245,9
2246,4
2247,6
2248,3
2249,3
2250,3
2251,5
2252,0
2253,2
2254,6
2255,7
2256,1
2257,2
2258,6
2259,0
2260,6
2261,3
2262,9
2263,0
2264,2
2265,2
2266,8
2267,0
2268,8
2269,2
2270,0
2271,1
2272,5
2273,3
2274,9
2275,9
2276,5
2277,6
2278,5
2279,3
2280,7
2281,7
2282,5
2283,3
2284,0
2285,6
2286,8
2287,3
2288,2
2289,4
2290,6
2291,5
2292,4
2293,2
2294,1
2295,4
2296,3
2297,5
2298,6
2299,8
2300,7
2301,5
2302,7
2303,5
2304,3
2305,7
2306,5
2307,3
2308,5
2309,2
2310,4
2311,4
2312,0
2313,9
2314,7
2315,0
2316,1
2317,6
2318,0
2319,3
2320,2
2321,6
2322,4
2323,2
2324,5
2325,9
2326,3
2327,4
2328,6
2329,3
2330,5
2331,4
2332,2
2333,8
2334,9
2335,8
2336,7
2337,8
2338,8
2339,9
2340,5
2341,9
2342,6
2343,7
2344,3
2345,6
2346,7
2347,2
2348,6
2349,2
2350,6
2351,9
2352,8
2353,9
2354,7
2355,4
2356,1
2357,8
2358,3
2359,5
2360,6
2361,0
2362,0
2363,6
2364,7
2365,1
2366,7
2367,0
2368,4
2369,0
2370,3
2371,6
2372,2
2373,9
2374,6
2375,6
2376,1
2377,2
2378,7
2379,6
2380,7
2381,6
2382,3
2383,2
2384,6
2385,3
2386,4
2387,3
2388,7
2389,5
2390,8
2391,9
2392,5
2393,0
2394,7
2395,3
2396,1
2397,6
2398,0
2399,8
2400,1
2401,8
2402,8
2403,3
2404,1
2405,9
2406,8
2407,1
2408,0
2409,5
2410,3
2411,9
2412,2
2413,1
2414,7
2415,3
2416,7
2417,8
2418,4
2419,3
2420,2
2421,8
2422,5
2423,0
2424,0
2425,5
2426,9
2427,8
2428,8
2429,9
2430,2
2431,5
2432,0
2433,0
2434,3
2435,2
2436,3
2437,5
2438,5
2439,0
2440,2
2441,1
2442,2
2443,5
2444,2
2445,2
2446,0
2447,5
2448,7
2449,4
2450,1
2451,0
2452,8
2453,3
2454,8
2455,3
2456,6
2457,7
2458,1
2459,9
2460,8
2461,7
2462,0
2463,3
2464,8
2465,9
2466,1
2467,0
2468,3
2469,3
2470,9
2471,7
2472,3
2473,1
2474,9
2475,6
2476,3
2477,1
2478,2
2479,0
2480,2
2481,1
2482,5
2483,9
2484,7
2485,1
2486,3
2487,7
2488,3
2489,9
2490,6
2491,1
2492,3
2493,6
2494,2
2495,9
2496,0
2497,9
2498,3
2499,3
2500,8
2501,5
2502,7
2503,6
2504,9
2505,1
2506,4
2507,2
2508,4
2509,1
2510,7
2511,2
2512,2
2513,1
2514,0
2515,2
2516,7
2517,3
2518,6
2519,8
2520,2
2521,2
2522,2
2523,0
2524,0
2525,8
2526,6
2527,3
2528,9
2529,8
2530,6
2531,6
2532,4
2533,2
2534,8
2535,7
2536,2
2537,9
2538,5
2539,4
2540,1
2541,1
2542,3
2543,0
2544,1
2545,2
2546,5
2547,0
2548,4
2549,9
2550,7
2551,3
2552,6
2553,5
2554,8
2555,8
2556,2
2557,7
2558,2
2559,6
2560,9
2561,8
2562,8
2563,7
2564,1
2565,5
2566,6
2567,0
2568,9
2569,7
2570,4
2571,9
2572,8
2573,6
2574,4
2575,1
2576,0
2577,5
2578,8
2579,0
2580,1
2581,1
2582,9
2583,3
2584,3
2585,6
2586,7
2587,3
2588,4
2589,6
2590,2
2591,4
2592,3
2593,3
2594,9
2595,6
2596,8
2597,3
2598,6
2599,9
2600,0
2601,6
2602,7
2603,8
2604,3
2605,9
2606,8
2607,0
2608,6
2609,6
2610,7
2611,9
2612,5
2613,4
2614,6
2615,9
2616,9
2617,6
2618,5
2619,8
2620,3
2621,3
2622,2
2623,6
2624,6
2625,4
2626,1
2627,7
2628,7
2629,6
2630,4
2631,6
2632,4
2633,5
2634,9
2635,4
2636,4
2637,8
2638,2
2639,2
2640,5
2641,1
2642,6
2643,2
2644,8
2645,7
2646,2
2647,3
2648,4
2649,7
2650,2
2651,1
2652,0
2653,2
2654,7
2655,0
2656,7
2657,4
2658,9
2659,0
2660,9
2661,4
2662,9
2663,5
2664,8
2665,3
2666,7
2667,4
2668,3
2669,7
2670,0
2671,2
2672,5
2673,0
2674,6
2675,8
2676,6
2677,8
2678,3
2679,6
2680,6
2681,6
2682,1
2683,7
2684,6
2685,7
2686,4
2687,1
2688,8
2689,3
2690,5
2691,2
2692,5
2693,9
2694,0
2695,9
2696,0
2697,1
2698,5
2699,8
2700,7
2701,7
2702,3
2703,5
2704,5
2705,3
2706,1
2707,4
2708,0
2709,6
2710,7
2711,7
2712,1
2713,0
2714,2
2715,1
2716,6
2717,8
2718,5
2719,6
2720,7
2721,3
2722,7
2723,2
2724,7
2725,9
2726,8
2727,3
2728,5
2729,1
2730,6
2731,6
2732,6
2733,5
2734,5
2735,1
2736,2
2737,9
2738,8
2739,7
2740,5
2741,7
2742,7
2743,5
2744,7
2745,4
2746,8
2747,0
2748,4
2749,8
2750,0
2751,4
2752,5
2753,1
2754,7
2755,6
2756,3
2757,0
2758,0
2759,2
2760,8
2761,4
2762,8
2763,1
2764,1
2765,3
2766,1
2767,5
2768,2
2769,3
2770,1
2771,0
2772,5
2773,8
2774,5
2775,0
2776,7
2777,3
2778,0
2779,6
2780,1
2781,3
2782,2
2783,1
2784,5
2785,8
2786,2
2787,6
2788,1
2789,7
2790,9
2791,7
2792,8
2793,7
2794,2
2795,6
2796,5
2797,2
2798,2
2799,7
2800,6
2801,8
2802,4
2803,4
2804,0
2805,5
2806,6
2807,0
2808,5
2809,6
2810,9
2811,8
2812,1
2813,9
2814,3
2815,9
2816,5
2817,2
2818,6
2819,1
2820,1
2821,4
2822,9
2823,0
2824,1
2825,3
2826,4
2827,6
2828,1
2829,1
2830,3
2831,9
2832,2
2833,9
2834,2
2835,6
2836,6
2837,5
2838,3
2839,0
2840,8
2841,8
2842,6
2843,1
2844,2
2845,6
2846,5
2847,6
2848,1
2849,9
2850,4
2851,7
2852,1
2853,3
2854,1
2855,9
2856,6
2857,4
2858,6
2859,5
2860,7
2861,3
2862,8
2863,8
2864,3
2865,1
2866,6
2867,0
2868,5
2869,1
2870,2
2871,1
2872,2
2873,4
2874,3
2875,9
2876,0
2877,4
2878,8
2879,3
2880,2
2881,4
2882,7
2883,3
2884,1
2885,7
2886,0
2887,9
2888,8
2889,0
2890,7
2891,8
2892,4
2893,0
2894,2
2895,9
2896,9
2897,4
2898,5
2899,1
2900,5
2901,6
2902,3
2903,1
2904,1
2905,2
2906,0
2907,0
2908,7
2909,3
2910,5
2911,1
2912,6
2913,0
2914,6
2915,7
2916,3
2917,1
2918,5
2919,8
2920,6
2921,6
2922,8
2923,7
2924,9
2925,4
2926,2
2927,7
2928,7
2929,2
2930,7
2931,1
2932,7
2933,7
2934,3
2935,7
2936,5
2937,7
2938,2
2939,5
2940,3
2941,1
2942,5
2943,7
2944,7
2945,7
2946,8
2947,8
2948,9
2949,7
2950,8
2951,9
2952,6
2953,0
2954,9
2955,5
2956,0
2957,7
2958,2
2959,1
2960,8
2961,5
2962,2
2963,7
2964,6
2965,5
2966,6
2967,9
2968,5
2969,8
2970,5
2971,2
2972,2
2973,8
2974,7
2975,5
2976,9
2977,1
2978,1
2979,1
2980,4
2981,2
2982,6
2983,1
2984,7
2985,0
2986,7
2987,9
2988,2
2989,7
2990,8
2991,3
2992,2
2993,8
2994,7
2995,1
2996,8
